term,query,LP0049,LP0092,LP0055
kuliah,0.37538464467353405,0.057827970332794375,0.0568830523183069,0.05660722697899505
skripsi,0.48754315714353846,0.07510597896664897,0.07387873560823807,0.07352049837435964
coding,0.3892270536546851,0.0599603921759749,0.05898063005745763,0.05869463358512718
game_ringan,0.6854854769935891,0.10559897531669453,0.10387347166311779,0.10336979026067383
