term,query,LP0049,LP0092,LP0055
kuliah,0.28853766995681457,0.010786454951656619,0.011097602690646715,0.011898460616775857
skripsi,0.37474779152974697,0.014009263234756895,0.014413376597297961,0.01545351717648441
coding,0.2991775735615136,0.01118420835743976,0.011506829752365907,0.012337219528309839
game_ringan,0.5268952396627176,0.01969701830514832,0.02026520152548914,0.021727638748978043
