Nama,Nama_Display,Brand,Harga_Rupiah,Harga_Numeric,Sistem_Operasi,GPU,Tipe_GPU,CPU,Tipe_CPU,RAM,RAM_Numeric,Tipe_RAM,Penyimpanan,Penyimpanan_Numeric,Tipe_Penyimpanan,Berat,Berat_Numeric,Ukuran_Layar,Ukuran_Layar_Numeric,Tipe_Panel_Layar,Resolusi_Layar,Deskripsi,Product_URL,Image_URL,Label,Auto_Tag,Metadata
ACER NITRO V 15 RYZEN 7 7445HS RTX4050 6GB/ 16GB 512GB W11+OHS+M365B 15.6FHD 180HZ 100SRGB BLIT 2Y+ADP BLK -42.R60U,ACER NITRO V 15,Acer,"17,099,000.00",17099000,Windows 11,NVIDIA GeForce RTX 4050,NVIDIA,AMD Ryzen 7 7445HS,AMD,16 GB,16,DDR5,512 GB,512,SSD,2.1 kg,2.10,"15,6 Inch",15.6,IPS,FHD 1920 x 1080,"Brand: Acer | Tipe: Nitro V 15 | Color: Black | Operating System: Windows 11 Home Single Language + Microsoft Office Home & Student + Microsoft 365 Basic | Processor: AMD Ryzen 7 7445HS Hexa-core Up to 3.20GHz | Graphics: NVIDIA GeForce RTX 4050 6GB GDDR6 | RAM: 16 GB DDR5 SDRAM | Storage: 512 GB SSD M.2 PCIe NVMe 4.0 | Main Display Size: 15.6 Inch | Main Display Type: IPS ComfyView Matte | Display Resolution: FHD 1920 x 1080 | Audio: Stereo Speaker | Battery: 59 Wh Up to 10 Hours Power Adapter: 135W Keyboard: Backlit Yellow with NitroSense | Connectivity: Wi-Fi 6, Bluetooth 5.3 | Ports: 3x USB-A (USB 3.2 Gen 1) 1x USB4 1x HDMI 1x RJ-45 1x Headphone / microphone combo jack (3.5mm) | Weight: 2.10 kg | Warranty: Official Acer Warranty 3/3/0 Part Labour Onsite",https://www.agres.id/products/acer-nitro-v-15-ryzen-7-7445hs-rtx4050-6gb-16gb-512gb-w11ohs-156fhd-180hz-2yadp-blk-42r60u,https://res.cloudinary.com/dbuug9eey/image/upload/v1765343427/products/gr9ymfuxnz7msuuvrk91.jpg,"gaming berat, editing video, render 3d, layar besar, nyaman nonton, multimedia, menengah, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu amd performa tinggi gaming berat multitasking lancar penyimpanan besar berat layar sedang layar bagus resolusi standar cocok gaming cocok kerja,acer nitro v 15 amd ryzen 7 7445hs nvidia geforce rtx 4050 ram 16gb ssd 512gb layar 15.6 inch cpu performa tinggi gaming berat multitasking lancar penyimpanan besar sedang bagus resolusi standar cocok kerja kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data gamer rata kanan gta cyberpunk render 3d autocad blender sketchup video editor profesional premiere pro after effects editing nyaman nonton multimedia cepat office kuliah presentasi
ACER NITRO V 16S RYZEN 7 260 RTX5050 8GB/ 16GB 512GB W11+OHS+M365B 16.0WUXGA 180HZ 100SRGB 2Y+ADP BLK -41.R8CJ,ACER NITRO V 16S,Acer,"19,599,000.00",19599000,Windows 11,NVIDIA GeForce RTX 5050,NVIDIA,AMD Ryzen 7 260,AMD,16 GB,16,DDR5,512 GB,512,SSD,2.1 kg,2.10,16 Inch,16.0,IPS,WUXGA 1920 x 1200,"Brand: Acer | Tipe: Nitro V 16S | Color: Black | Operating System: Windows 11 Home Single Language + Microsoft Office Home and Student + Microsoft 365 Basic | Processor: AMD Ryzen 7 260 Octa-core up to 3.8 GHz | Graphics: NVIDIA GeForce RTX 5050 8GB GDDR7 | RAM: 16 GB DDR5 | Storage: 512 GB SSD M.2 PCIe 4.0 NVMe | Main Display Size: 16 Inch | Main Display Type: IPS Acer ComfyView Matte | Display Resolution: WUXGA 1920 x 1200 | Camera: Not Specified | Audio: Two Built-in Stereo Speakers | Battery: 76 Wh Charger: 135 W | Connectivity: Wi-Fi 6, Bluetooth 5.3 | Ports: 1x USB 3.2 Gen 1 Type-A 2x USB 3.2 Gen 2 Type-A 1x USB4 1x HDMI 1x RJ-45 1x microSD Card Reader | Dimension: | Weight: 2.10 kg | Warranty: Official Acer Warranty 2 Years + 1 Year ADP",https://www.agres.id/products/acer-nitro-v-16s-ryzen-7-260-rtx5050-8gb-16gb-512gb-w11ohsm365b-160wuxga-180hz-100srgb-2yadp-blk-41r8cj,https://res.cloudinary.com/dbuug9eey/image/upload/v1765346610/products/wqvsg5idwayow7r2yy0n.jpg,"gaming berat, editing video, render 3d, layar besar, nyaman nonton, multimedia, menengah, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu amd performa tinggi gaming berat multitasking lancar penyimpanan besar berat layar besar layar bagus resolusi standar cocok gaming cocok kerja,acer nitro v 16s amd ryzen 7 260 nvidia geforce rtx 5050 ram 16gb ssd 512gb layar 16.0 inch cpu performa tinggi gaming berat multitasking lancar penyimpanan besar bagus resolusi standar cocok kerja kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data gamer rata kanan gta cyberpunk render 3d autocad blender sketchup video editor profesional premiere pro after effects editing nyaman nonton multimedia cepat office kuliah presentasi
ACER PREDATOR HELIOS NEO 165 AI OLED ULTRA 7 255HX RTX5060 8GB/ 16GB 1TB W11+OHS 16.0WQXGA 240HZ 3Y+ADP -71.78UQ,ACER PREDATOR HELIOS NEO,Acer,"27,299,000.00",27299000,Windows 11,NVIDIA GeForce RTX 5060,NVIDIA,Intel Core Ultra 7 255HX,Intel,16 GB,16,DDR5,1 TB,1024,SSD,2.6 kg,2.60,16 Inch,16.0,OLED,WQXGA 2560 x 1600,Brand: Acer | Tipe: ACER PREDATOR HELIOS NEO | Operating System: Windows 11 | Processor: Intel Core Ultra 7 255HX | Graphics: NVIDIA GeForce RTX 5060 | RAM: 16 GB | Storage: 1 TB SSD | Main Display Size: 16 Inch | Main Display Type: OLED | Display Resolution: WQXGA 2560 x 1600,https://www.agres.id/products/acer-predator-helios-neo-165-ai-oled-ultra-7-255hx-rtx5060-8gb-16gb-1tb-w11ohs-160wqxga-240hz-3yadp-7178uq,https://res.cloudinary.com/dbuug9eey/image/upload/v1766215894/products/yotvwmu1qaiikiwzea0x.webp,"sultan, premium, layar mulus, gaming cepat, office, kuliah, presentasi",cpu intel performa tinggi gaming berat multitasking lancar penyimpanan sangat besar berat layar besar layar oled resolusi tinggi cocok gaming cocok kerja cocok multimedia,acer predator helios neo intel core ultra 7 255hx nvidia geforce rtx 5060 ram 16gb ssd 1tb layar 16.0 inch cpu performa tinggi gaming berat multitasking lancar penyimpanan sangat besar oled resolusi cocok kerja multimedia kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data gamer rata kanan gta cyberpunk render 3d autocad blender sketchup video editor profesional premiere pro after effects nonton netflix kualitas bioskop warna akurat manjakan mata desainer tajam sultan premium mulus cepat office kuliah presentasi
ACER SWIFT GO OLED SFG14 ULTRA 7 155H 32GB 1TB W11+OHS 14.0 2.8K 90HZ EVO 2Y+ADP -73.731A,ACER SWIFT GO OLED,Acer,"15,799,000.00",15799000,Windows 11,Intel Arc Graphics,Intel,Intel Core Ultra 7 155H,Intel,32 GB,32,LPDDR5X,1 TB,1024,SSD,1.32 kg,1.32,14 Inch,14.0,OLED,2.8K 2880 x 1800,Brand: Acer | Tipe: ACER SWIFT GO OLED | Color: - KONEKTIVITAS Wi-Fi 6E 802.11ax + Bluetooth Port tersedia: 2x USB Type-C Thunderbolt 4 USB4 40Gbps USB charging DC-in 20V 100W 2x USB 3.2 Gen 1 Standard-A one featuring power off USB charging 1x 3.5mm headphone speaker jack 1x HDMI 2.1 with HDCP support 1x microSD Card reader SOFTWARE Windows 11 Home Office Home Student GARANSI RESMI Garansi Resmi Acer 2 Tahun | Operating System: Windows 11 | Processor: Intel Core Ultra 7 155H 4.80GHz Frekuensi Turbo 16 Core 22 Threads | Graphics: Intel Arc Graphics | RAM: 32GB LPDDR5X | Storage: 1TB PCIe Gen 4 SSD | Main Display Size: 14 Inch | Main Display Type: OLED Keyboard: Backlit | Display Resolution: 2.8K 2880 x 1800 | Camera: 1440p QHD with shutter | Battery: Integrated Charger: 100W DESAIN Layar: 14 Inch 2.8K 2880x1800 OLED 90Hz 100 Percent DCI-P3,https://www.agres.id/products/acer-swift-go-oled-sfg14-ultra-7-155h-32gb-1tb-w11ohs-140-28k-90hz-evo-2yadp--73731a,https://res.cloudinary.com/dbuug9eey/image/upload/v1766209482/products/soh21ocen53sxwdddi3c.webp,"gaming berat, editing video, render 3d, gaming ringan, esports, menengah, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa tinggi grafis modern multitasking ekstrem penyimpanan sangat besar ringan layar sedang layar oled resolusi tinggi mudah dibawa cocok multimedia,acer swift go oled intel core ultra 7 155h arc graphics grafis terintegrasi ram 32gb ssd 1tb layar 14.0 inch cpu performa tinggi modern multitasking ekstrem penyimpanan sangat besar ringan sedang resolusi mudah dibawa cocok multimedia kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data main game valorant dota genshin impact esports edit video desain canva photoshop corel illustrator konten kreator sering bepergian traveling mobilitas enteng tipis ke kampus nongkrong cafe nonton netflix kualitas bioskop warna akurat manjakan mata desainer tajam gaming berat editing render 3d lancar cepat office kuliah presentasi
ACER SWIFT GO OLED SFG14 ULTRA 9 185H 32GB 1TB W11+OHS 14.0 2.8K 90HZ 2Y+ADP BLU -73.9686,ACER SWIFT GO OLED,Acer,"16,979,000.00",16979000,Windows 11,Intel Integrated Graphics,Intel,Intel Core Ultra 9 185H,Intel,32 GB,32,LPDDR5X,1 TB,1024,SSD,1.32 kg,1.32,14 Inch,14.0,OLED,2.8K 2880 x 1800,"Brand: Acer | Tipe: Swift Go | Color: Blue | Operating System: Windows 11 Home Single Language + Office Home & Student | Processor: Intel Core Ultra 9 185H, 16 Cores, 22 Threads, up to 2.30 GHz | Graphics: Intel Integrated Graphics | RAM: 32 GB LPDDR5X | Storage: 1 TB SSD NVMe | Main Display Size: 14 Inch | Main Display Type: OLED CineCrystal, Glossy, 90Hz | Display Resolution: 2880 x 1800 | Camera: FHD Camera with Fingerprint Reader | Audio: Two built-in stereo speakers | Battery: 65 Wh | Connectivity: Wi-Fi 7, Bluetooth 5.3 | Ports: 2x USB-A 2x USB-C 1x HDMI 1x Headphone / microphone combo jack 1x microSD card reader | Dimension: | Weight: 1.32 kg | Warranty: Official Acer Warranty 1 Year",https://www.agres.id/products/acer-swift-go-oled-sfg14-ultra-9-185h-32gb-1tb-w11ohs-140-28k-90hz-2yadp-blu-739686,https://res.cloudinary.com/dbuug9eey/image/upload/v1765883589/products/jdn6j99mquztlq7m6zt1.jpg,"gaming berat, editing video, render 3d, ringan, tipis, mudah dibawa, travel, menengah, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa sangat tinggi grafis ringan multitasking ekstrem penyimpanan sangat besar ringan layar sedang layar oled resolusi tinggi mudah dibawa cocok office cocok multimedia,acer swift go oled intel core ultra 9 185h integrated graphics grafis terintegrasi ram 32gb ssd 1tb layar 14.0 inch cpu performa sangat tinggi ringan multitasking ekstrem penyimpanan besar sedang resolusi mudah dibawa cocok office multimedia nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data sering bepergian traveling mobilitas enteng tipis ke kampus nongkrong cafe netflix kualitas bioskop warna akurat manjakan mata desainer tajam gaming berat editing video render 3d travel lancar cepat
ADVAN 360 GO 2IN1 RYZEN 3 3200 8GB 256GB 14.0 IPS TOUCH GRY,ADVAN 360 GO 2IN1,Advan,"5,499,000.00",5499000,Windows 11,AMD Radeon Vega 3 Graphics,AMD,AMD Ryzen 3 3200U,AMD,8 GB,8,DDR4,256 GB,256,SSD,1.5 kg,1.50,14 Inch,14.0,IPS,FHD 1920 x 1080,"Brand: Advan | Tipe: Advan 360 GO 2IN1 | Color: Grey | Operating System: Windows 11 64bit Home Original | Processor: AMD Ryzen 3 3200U, 2.6 GHz Base up to 3.5 GHz Turbo | Graphics: AMD Radeon Vega 3 Graphics | RAM: 8 GB DDR4 | Storage: 256 GB SSD NVMe PCIe | Main Display Size: 14 Inch | Main Display Type: IPS Touchscreen | Display Resolution: FHD 1920 x 1080, 16:9 | Camera: 1 MP HD with Privacy Shutter | Audio: Built-in Speakers | Battery: 45 Wh, 11.4V Charger: DC 3.5 mm Charging | Connectivity: Wi-Fi 802.11 b/g/n/ac 2.4GHz and 5GHz, Bluetooth 5.0 | Ports: 1x DC 3.5 mm Charging Only 1x USB 3.2 Gen1 1x USB Type-C Full Function (DP, PD, Data, Charger) 1x HDMI 1.4 1x 3.5 mm Combo Audio Jack 1x TF Card Slot 1x USB 3.2 Gen1 Data Only | Dimension: 325.6 x 218 x 19.3 mm | Weight: 1.5 kg | Warranty: Official Advan Warranty 1 Year",https://www.agres.id/products/advan-360-go-ryzen-3-3200u-8gb-256gb-w11-140fhd-ips-gry,https://res.cloudinary.com/dbuug9eey/image/upload/v1771997076/products/yc1zvdqqnr2c1kiyobmi.jpg,"murah, terjangkau, tugas ringan, office dasar, boot cepat, loading cepat",cpu amd performa dasar grafis menengah multitasking cukup penyimpanan cukup ringan layar sedang layar bagus resolusi standar mudah dibawa,advan 360 go 2in1 amd ryzen 3 3200u radeon vega graphics ram 8gb ssd 256gb layar 14.0 inch cpu performa dasar grafis menengah multitasking cukup penyimpanan ringan sedang bagus resolusi standar mudah dibawa nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt main game valorant dota genshin impact esports edit video desain canva photoshop corel illustrator konten kreator sering bepergian traveling mobilitas tinggi enteng tipis ke kampus nongkrong cafe murah tugas office cepat
ADVAN SOULMATE X2 AMD 3020 8GB 128GB W11 14.0 IPS WHITE,ADVAN SOULMATE X2 AMD,Advan,"3,699,000.00",3699000,Windows 11,AMD Radeon Graphics,AMD,AMD Athlon 3020e,AMD,8 GB,8,DDR4,128 GB,128,SSD,1.4 kg,1.40,14 Inch,14.0,IPS,FHD 1920 x 1080,Brand: Advan | Tipe: SOULMATE X2 | Color: White | Operating System: Windows 11 | Processor: AMD Athlon 3020e Up to 2.6 GHz 2 Cores 2 Threads | Graphics: AMD Radeon Graphics | RAM: 8 GB DDR4 | Storage: 128 GB SSD | Main Display Size: 14 Inch | Main Display Type: IPS | Display Resolution: FHD 1920 x 1080 | Camera: 0.3 MP | Audio: Built-in Stereo Speakers | Battery: 5000 mAh Charger: 36 W Adapter | Connectivity: WiFi a b g n ac Bluetooth 5.0 | Dimension: 322.5 x 213 x 21.3 mm | Weight: 1.4 kg | Warranty: Official Advan Warranty,https://www.agres.id/products/advan-soulmate-x2-amd-3020-8gb-128gb-w11-140-ips-white,https://res.cloudinary.com/dbuug9eey/image/upload/v1771930614/products/oqnpnzgpo2cjibkrkfos.jpg,"gaming ringan, esports, ringan, tipis, mudah dibawa, travel, murah, terjangkau, tugas ringan, office dasar, boot cepat, loading cepat",cpu amd performa dasar grafis menengah multitasking cukup penyimpanan kecil ringan layar sedang layar bagus resolusi standar mudah dibawa,advan soulmate x2 amd athlon 3020e radeon graphics ram 8gb ssd 128gb layar 14.0 inch cpu performa dasar grafis menengah multitasking cukup penyimpanan kecil ringan sedang bagus resolusi standar mudah dibawa nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt main game valorant dota genshin impact esports edit video desain canva photoshop corel illustrator konten kreator sering bepergian traveling mobilitas tinggi enteng tipis ke kampus nongkrong cafe gaming travel murah tugas office cepat
ADVAN TBOOK N100 4GB 128GB W11 14.0 DARK GRY,ADVAN TBOOK N100 4GB,Advan,"4,199,000.00",4199000,Windows 11,Intel UHD Graphics,Intel,Intel Core N100,Intel,4 GB,4,DDR4,128 GB,128,eMMC,1.5 kg,1.50,14 Inch,14.0,TN,HD 1366 x 768,"Brand: Advan | Tipe: TBook | Color: Grey | Operating System: Windows 11 Home | Processor: Intel Core N100 | Graphics: Intel UHD Graphics | RAM: 4 GB DDR4 | Storage: 128 GB eMMC | Main Display Size: 14 Inch | Main Display Type: HD | Display Resolution: 1366 x 768 | Camera: 2.0 MP Webcam | Audio: Built-in Stereo Speakers | Battery: 45.6 Wh (7.6 V / 6000 mAh) Charger: 24 W Adapter (12 V 2 A) | Connectivity: Wi-Fi a/b/g/n/ac, Bluetooth 5.1 | Ports: 2x USB 3.2 1x USB 2.0 1x USB Type-C 3.2 (PD + DP) 1x HDMI 1x Headphone / microphone combo jack 1x Card reader | Dimension: 322.6 x 210.2 x 19.8 mm | Weight: < 1.5 kg | Warranty: Official Advan Warranty 1 Year",https://www.agres.id/products/advan-tbook-n100-4gb-128gb-w11-140-dark-gry,https://res.cloudinary.com/dbuug9eey/image/upload/v1775538028/products/hnano5lpslqghg2xcp35.jpg,"murah, terjangkau, tugas ringan, office dasar",cpu intel performa dasar grafis ringan penggunaan ringan penyimpanan kecil ringan layar sedang layar standar resolusi rendah mudah dibawa cocok office,advan tbook n100 4gb intel core uhd graphics grafis terintegrasi ram ssd 128gb layar 14.0 inch cpu performa dasar ringan penggunaan penyimpanan kecil sedang standar resolusi rendah mudah dibawa cocok office nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt sering bepergian traveling mobilitas tinggi enteng tipis ke kampus nongkrong cafe murah tugas
ADVAN TBOOK N100 4GB 128GB W11 14.0 GRY,ADVAN TBOOK N100 4GB,Advan,"4,199,000.00",4199000,Windows 11,Intel UHD Graphics,Intel,Intel Core N100,Intel,4 GB,4,DDR4,128 GB,128,eMMC,1.5 kg,1.50,14 Inch,14.0,TN,HD 1366 x 768,"Brand: Advan | Tipe: TBook | Color: Grey | Operating System: Windows 11 Home | Processor: Intel Core N100 | Graphics: Intel UHD Graphics | RAM: 4 GB DDR4 | Storage: 128 GB eMMC | Main Display Size: 14 Inch | Main Display Type: HD | Display Resolution: 1366 x 768 | Camera: 2.0 MP Webcam | Audio: Built-in Stereo Speakers | Battery: 45.6 Wh (7.6 V / 6000 mAh) Charger: 24 W Adapter (12 V 2 A) | Connectivity: Wi-Fi a/b/g/n/ac, Bluetooth 5.1 | Ports: 2x USB 3.2 1x USB 2.0 1x USB Type-C 3.2 (PD + DP) 1x HDMI 1x Headphone / microphone combo jack 1x Card reader | Dimension: 322.6 x 210.2 x 19.8 mm | Weight: < 1.5 kg | Warranty: Official Advan Warranty 1 Year",https://www.agres.id/products/advan-tbook-n100-4gb-128gb-w11-140,https://res.cloudinary.com/dbuug9eey/image/upload/v1771909330/products/rc2u1s564cjut4oefinq.jpg,"murah, terjangkau, tugas ringan, office dasar",cpu intel performa dasar grafis ringan penggunaan ringan penyimpanan kecil ringan layar sedang layar standar resolusi rendah mudah dibawa cocok office,advan tbook n100 4gb intel core uhd graphics grafis terintegrasi ram ssd 128gb layar 14.0 inch cpu performa dasar ringan penggunaan penyimpanan kecil sedang standar resolusi rendah mudah dibawa cocok office nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt sering bepergian traveling mobilitas tinggi enteng tipis ke kampus nongkrong cafe murah tugas
ADVAN WORKPLUS HERITAGE BATIK RYZEN 5 7535HS 8GB 512GB W11 14.0WUXGA IPS 1Y SLV,ADVAN WORKPLUS HERITAGE BATIK,Advan,"7,399,000.00",7399000,Windows 11,AMD Radeon Vega 3,AMD,AMD Ryzen 5 7535HS,AMD,8 GB,8,DDR5,512 GB,512,SSD,1.45 kg,1.45,14 Inch,14.0,IPS,WUXGA 1920 x 1200,"Brand: Advan | Tipe: Workplus Heritage Batik | Color: Silver | Operating System: Windows 11 | Processor: AMD Ryzen 5 7535HS, 6 Cores 12 Threads, up to 4.55 GHz | Graphics: AMD Radeon 660M Graphics | RAM: 8 GB DDR5 | Storage: 512 GB SSD NVMe | Main Display Size: 14 Inch | Main Display Type: IPS | Display Resolution: WUXGA 1920 x 1200, 99% sRGB | Camera: 720p HD Camera | Audio: Built-in Speakers | Battery: 60 Wh | Connectivity: Wi-Fi a/b/g/n/ac, Bluetooth 5.0 | Ports: 2x USB-A 3.2 1x USB-A 2.0 2x USB-C 3.2 1x HDMI 2.1 1x Headphone / microphone combo jack 1x microSD card reader | Dimension: | Weight: | Warranty: Official Advan Warranty",https://www.agres.id/products/advan-workplus-heritage-ryzen-5-7535hs-8gb-512gb-w11-140wuxga-1y-slv,https://res.cloudinary.com/dbuug9eey/image/upload/v1772777492/products/kyse41dx2j2besfbeujh.jpg,"murah, terjangkau, tugas ringan, office dasar, boot cepat, loading cepat",cpu amd performa menengah grafis menengah multitasking lancar penyimpanan sangat besar ringan layar sedang layar bagus resolusi standar cocok kerja mudah dibawa,advan workplus heritage batik amd ryzen 5 7535hs radeon vega 3 ram 8gb ssd 512gb layar 14.0 inch cpu performa menengah grafis multitasking cukup penyimpanan besar ringan sedang bagus resolusi standar mudah dibawa nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt main game valorant dota genshin impact esports edit video desain canva photoshop corel illustrator konten kreator sering bepergian traveling mobilitas tinggi enteng tipis ke kampus nongkrong cafe murah tugas office dasar cepat
APPLE MACBOOK AIR 13 M4 8C GPU 16GB 256GB 10C CPU SILVER -MW0W3ID,APPLE MACBOOK AIR,Apple,"16,499,000.00",16499000,macOS,Apple Integrated Graphics,Apple,Apple M4 Chip,Apple,16 GB,16,LPDDR5X,256 GB,256,SSD,1.24 kg,1.24,"13,6 Inch",13.6,IPS,WQXGA 2560 x 1600,"Brand: Apple | Tipe: MacBook Air M4 | Color: Silver | Operating System: macOS | Processor: Apple M4 Chip, 10 Core CPU, 8 Core GPU | Graphics: Apple Integrated Graphics | RAM: 16 GB | Storage: 256 GB SSD | Main Display Size: 13.6 Inch | Main Display Type: IPS | Display Resolution: 2560 x 1664 | Camera: 12MP Center Stage Camera with Desk View, 1080p HD Video Recording | Audio: Four-speaker sound system with Dolby Atmos and Spatial Audio support, Three-microphone array | Battery: 53.8 Wh Charger: MagSafe | Connectivity: Wi-Fi 6E, Bluetooth 5.3 | Ports: 1x MagSafe 3 Charging Port 2x Thunderbolt 4 USB-C 1x Headphone Jack 3.5mm | Dimension: 30.41 x 21.5 x 1.13 cm | Weight: 1.24 kg | Warranty: Official Apple  | Warranty 1 Year",https://www.agres.id/products/ibox-apple-macbook-air-13-m4-8c-gpu-16gb-256gb-10c-cpu-silver--mw0w3id-1,https://res.cloudinary.com/dbuug9eey/image/upload/v1767593009/products/eq26gwrujpncqnkjqmfz.jpg,"ringan, tipis, mudah dibawa, travel, menengah, boot cepat, loading cepat",cpu apple ekosistem apple performa sangat tinggi grafis apple multitasking lancar penyimpanan cukup ringan layar compact layar bagus resolusi tinggi cocok kerja mudah dibawa cocok multimedia,apple macbook air m4 chip integrated graphics grafis ram 16gb ssd 256gb layar 13.6 inch cpu ekosistem performa sangat tinggi multitasking lancar penyimpanan cukup ringan compact bagus resolusi cocok kerja mudah dibawa multimedia kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data sering bepergian traveling mobilitas enteng tipis ke kampus nongkrong cafe nonton netflix kualitas bioskop warna akurat manjakan mata desainer tajam travel cepat
